timestamp,BTC/USDT,ETH/USDT,XRP/USDT,SOL/USDT,MATIC/USDT
2023-12-16,6514917.594070892,343476.04939208983,95.58636917572021,11360.030848999024,131.18277620391845
2023-12-17,6375709.446100617,338477.1427081299,94.04539917449951,10920.854398651123,125.97429759979248
2023-12-18,6573439.011807252,342007.50498092646,94.38441257476808,11467.898749084474,123.44710679779054
2023-12-19,6514603.236190643,335609.39753585815,93.18245597381592,11249.081008911133,118.06912149353028
2023-12-20,6729251.11154068,339347.7907588196,95.09325877532959,12668.3143800354,119.56386239471436
2023-12-21,6758971.799954224,345117.1824433899,96.17193777618408,14460.462491455079,125.8047908996582
2023-12-22,6775497.162247315,358204.64066375734,96.21816687622069,15086.096311950685,135.1892982070923
2023-12-23,6734371.754854737,355686.69568176265,95.46309157562257,16623.984373168943,132.16899700469972
2023-12-24,6624861.180747986,348883.31312637334,94.32277377471924,17328.207663726807,130.58179790344238
2023-12-25,6714950.909929351,350008.2212272644,99.57748147888184,18631.86828475952,140.4902350112915
2023-12-26,6550498.591399078,343771.91563232424,95.83292437591552,17334.37154373169,157.04025282440185
2023-12-27,6692255.503751373,366496.6002403259,97.69749807739258,16474.510283050535,159.76776972656248
2023-12-28,6558947.729915772,361226.48283615115,97.78995627746583,15687.074612426757,154.42060382232665
2023-12-29,6482390.799285125,354299.822680664,96.0024310760498,16360.478502960206,149.98261021881103
2023-12-30,6493690.732304077,353141.01323974604,95.64800797576905,15702.484312438966,146.53083741607665
2023-12-31,6515772.83242157,351629.32166854857,94.86211327514648,15674.746852416993,149.58195801849365
2024-01-01,6807936.121743012,362442.3081671143,96.98865187683104,16936.801283416746,156.5163230239868
2024-01-02,6926183.995756684,362950.8282675171,96.24898627624512,16446.772823028565,149.33540281829832
2024-01-03,6602321.412540131,340511.2231097412,89.73068317108155,15181.636452026367,131.58342840423583
2024-01-04,6803552.062089538,349354.84994674684,90.42411967163086,16166.316282806396,136.0676511077881
2024-01-05,6802629.021058807,349612.1919369507,88.71364297027587,15400.454192199706,131.36769260406496
2024-01-06,6775386.212407227,345297.47593353275,87.51168636932373,14449.675701446533,127.60772580108642
2024-01-07,6769330.200302429,342314.15801116946,84.98449556732177,13782.435690917968,123.44710679779054
2024-01-08,7235014.416611329,359113.8129644776,89.00642727050781,15083.014371948242,129.68803530273436
2024-01-09,7105412.675628662,361248.0564161682,87.35758936920165,15311.077932128906,124.29464029846191
2024-01-10,7189239.902725067,398245.2051754761,92.58147767333985,15717.894012451172,138.56402250976564
2024-01-11,7140725.544176636,403427.48728958133,92.75098437347413,15394.290312194826,142.74005121307374
2024-01-12,6592690.350032502,388715.84668792726,87.81988036956787,14195.415651245117,133.06275960540773
2024-01-13,6602746.720260467,397291.3447447205,88.5595459701538,14770.197461700438,135.88273470764162
2024-01-14,6430829.943044281,381061.848691864,88.80610117034912,14455.839581451417,129.04082790222168
2024-01-15,6550832.981889343,387057.7629666138,88.71364297027587,14540.592931518555,130.16573600311278
2024-01-16,6647428.686415862,398710.57811584475,88.71364297027587,15041.408181915283,130.2119651031494
2024-01-17,6591668.6869216915,389894.6887388611,87.60414456939698,15733.303712463377,124.86479919891357
2024-01-18,6368443.772544861,380744.4088716125,85.06154406738283,14546.756811523439,121.13565179595948
2024-01-19,6419531.55099533,384009.7243041992,83.87499716644287,14426.561151428223,117.43732379302979
2024-01-20,6425234.680969849,380929.32527175907,85.27727986755372,14312.52937133789,121.28974879608154
2024-01-21,6407404.117085724,378624.0341499329,84.19860086669922,14036.695741119385,120.73499959564208
2024-01-22,6097313.18277008,356611.27768249507,81.28616756439209,12919.492490234376,115.15668819122314
2024-01-23,6148100.472070312,345577.93247375486,79.86847516326904,12998.08196029663,111.79737358856201
2024-01-24,6176959.758253173,344409.8772128296,79.83765576324463,13679.190700836181,113.87768309020996
2024-01-25,6157884.090608062,341885.76835083007,79.17503866271973,13392.57028060913,112.8606428894043
2024-01-26,6444877.425575409,349442.68523681635,82.02583316497802,14220.071171264648,116.95962309265137
2024-01-27,6490662.726251678,349482.7504568482,81.71763916473388,14528.265171508789,121.44384579620362
2024-01-28,6476860.257950745,347781.5195755005,80.76223776397705,14790.230071716309,121.58253309631348
2024-01-29,6672816.167185973,357135.20748291013,82.47271446533203,15668.58297241211,125.29627079925538
2024-01-30,6617094.691941833,361050.812256012,78.69733796234132,15625.435812377931,123.16973219757081
2024-01-31,6561450.265197754,351825.0248587036,77.55702016143799,14941.245131835936,121.30515849609375
2024-02-01,6638951.810439148,355082.6354412842,77.94226266174317,15072.227581939698,125.01889619903565
2024-02-02,6656990.4052734375,355819.21910186764,78.66651856231688,15499.07627227783,123.24678069763183
2024-02-03,6627879.940980377,353882.2198103332,79.91470426330565,15095.342131958007,120.950735395813
2024-02-04,6561894.064558105,352849.7699095154,77.54161046142578,14714.722541656492,119.19402959442138
2024-02-05,6581282.549113464,354705.0977909851,78.11176936187745,14740.919031677246,120.25729889526367
2024-02-06,6641418.903411102,365616.7063696289,77.8189850616455,14928.917371826172,124.10972389831544
2024-02-07,6834140.316613769,373700.6349960327,79.17503866271973,15585.370592346191,128.56312720184326
2024-02-08,6978845.1045784,372845.3966453553,79.3137259628296,15835.007732543947,128.47066900177
2024-02-09,7263018.464443511,383171.4366235351,81.0858414642334,16479.1331930542,131.38310230407714
2024-02-10,7358299.72155899,385279.48358520505,80.73141836395264,16798.113983306885,130.78212400360107
2024-02-11,7442883.564925995,386353.5396760559,81.0704317642212,16559.263633117676,128.74804360198974
2024-02-12,7692101.561283416,409896.4793547058,81.90255556488037,17203.38909362793,135.52831160736082
2024-02-13,7658557.726296844,406814.5393522644,80.85469596405031,17332.83057373047,131.56801870422365
2024-02-14,7981480.317812652,427589.8969087219,82.8733666656494,18024.726104278565,137.13092040863037
2024-02-15,7994552.366333008,434952.65157455445,86.63333346862794,17490.00951385498,137.08469130859373
2024-02-16,8032168.985032806,431748.97494201665,86.95693716888428,17001.522023468016,146.5770665161133
2024-02-17,7957975.902384033,429303.4555500793,84.69171126708984,16784.2452532959,143.01742581329347
2024-02-18,8034258.540354461,443984.27675170894,85.84743876800538,17295.847293701172,153.97372252197266
2024-02-19,7978330.575130158,453784.8459594727,86.69497226867675,17186.4384236145,153.6192994216919
2024-02-20,8052927.391919251,464573.17693801876,86.63333346862794,16690.246083221435,157.5795923248291
2024-02-21,7989835.457159271,457344.4866622925,84.61466276702882,16184.807922821044,146.56165681610108
2024-02-22,7903391.663000793,457883.82616271975,83.36647706604005,15680.910732421877,152.956682321167
2024-02-23,7819521.288744355,450308.4176367187,82.31861746520997,15394.290312194826,152.0475100204468
2024-02-24,7946508.003634949,461153.76450531004,83.98286506652833,16027.628982696535,153.15700842132568
2024-02-25,7971260.6047645565,479640.78160995484,83.59762256622314,15944.416602630616,153.89667402191162
2024-02-26,8394660.60423996,489402.826567688,84.84580826721191,16935.26031341553,163.18872312927246
2024-02-27,8789282.988942565,499637.9493157959,90.31625177154541,16697.950933227537,158.4733549255371
2024-02-28,9620599.321321106,521325.56111297605,88.60577507019042,18342.16592453003,155.48387312316893
2024-02-29,9420100.632522278,514697.84913772583,90.40870997161865,19366.910975341798,154.31273592224122
2024-03-01,9613788.23391571,529081.2631291199,92.65852617340087,19944.77472579956,157.93401542510986
2024-03-02,9552053.893726807,527227.4762176514,99.2692874786377,20035.691955871585,168.67457633361818
2024-03-03,9725673.442794342,537461.057995758,96.63422877655029,20057.26553588867,167.85786223297117
2024-03-04,10516459.182200776,559026.9331628418,99.80862697906495,20536.507206268314,176.3640166397095
2024-03-05,9819678.77674881,547606.8044837952,91.10214647216796,19309.89508529663,159.22843022613526
2024-03-06,10181811.349945677,588433.2636961365,94.32277377471924,20154.346645965576,172.31126553649904
2024-03-07,10297250.035647124,596164.3101922608,96.61881907653809,22162.23055755615,178.8295686416626
2024-03-08,10497733.314745942,598414.126394043,95.5401400756836,22311.70464767456,173.42076393737793
2024-03-09,10526869.975529023,601781.1458467102,95.49391097564698,22234.656147613525,178.22859034118653
2024-03-10,10625894.248777466,597660.5920634461,93.69097607421875,22250.06584762573,189.27734524993895
2024-03-11,11107018.984498598,626373.4860961915,111.41213108825683,22934.256528167727,191.1265092514038
2024-03-12,11010540.393692167,613299.896605835,106.01873608398436,23276.351868438724,182.1118347442627
2024-03-13,11260239.172689972,617126.125118866,106.18824278411866,25256.498320007326,195.76482895507812
2024-03-14,11000821.495894471,598158.3253738403,103.09089308166504,27221.235071563722,188.32194384918213
2024-03-15,10709718.39393387,576660.2528868103,97.728317477417,28346.14317245483,175.88631593933104
2024-03-16,10062631.189081268,542897.6001600648,92.9359007736206,28053.358872222903,160.6307129272461
2024-03-17,10539230.095908813,561638.8773149109,95.40145277557373,31106.020444641115,167.74999433288573
2024-03-18,10418496.637283174,542492.3250497436,99.43879417877197,30190.684263916013,158.78154892578124
2024-03-19,9544367.535360718,486736.94846557616,90.06969657135011,26168.75256072998,143.60299441375733
2024-03-20,10454019.07775131,541886.7238392639,94.10703797454835,29551.181713409427,155.34518582305907
2024-03-21,10093549.21118576,538237.7068763733,98.68371887817382,27654.24764190674,153.4189733215332
2024-03-22,9830870.841867676,514121.52635726926,94.230315574646,26999.33539138794,149.96720051879882
2024-03-23,9860668.57878128,513070.5848164368,95.03161997528076,26604.84707107544,150.89178251953123
2024-03-24,10356857.837234346,532402.0534817505,97.46635257720946,28335.356382446287,155.88452532348634
2024-03-25,10768299.909500273,553272.9511782837,98.71453827819823,29122.79205307007,161.12382332763673
2024-03-26,10784940.844543457,552796.7914479065,97.34307497711183,29349.314643249512,161.18546212768555
2024-03-27,10705117.057510225,539522.8758573914,94.27654467468263,28712.894032745364,155.43764402313232
2024-03-28,10907078.126840211,548660.8279646301,96.21816687622069,29221.41413314819,154.42060382232665
2024-03-29,10763758.670906676,540840.405208435,97.09651977691651,29588.16499343872,152.66389802093505
2024-03-30,10722405.199953917,540208.6075079346,95.72505647583007,29925.63742370605,150.93801161956787
2024-03-31,10984035.709671171,561728.2535749817,96.95783247680664,31196.937674713132,154.60552022247316
2024-04-01,10732825.239102174,539925.06902771,94.15326707458496,29623.607303466797,146.51542771606444
2024-04-02,10087804.47502121,505277.89952026366,90.20838387145997,27973.228432159423,138.7335292098999
2024-04-03,10164743.566212159,510188.970914154,88.48249747009278,28515.649872589114,137.91681510925292
2024-04-04,10553762.983990325,512742.3582061768,91.45656957244873,28353.848022460938,139.53483361053466
2024-04-05,10450954.088418884,511270.73185501096,90.47034877166747,26869.893911285402,136.20633840789796
2024-04-06,10616666.920410156,516469.96463912964,91.37952107238769,27534.051981811524,138.2712382095337
2024-04-07,10688228.026296845,532281.8578216552,91.5952568725586,27663.493461914066,140.4440059112549
2024-04-08,11036427.148742676,569328.3176210022,94.72342597503662,27842.245982055665,145.97608821563722
2024-04-09,10655191.170440674,540324.1802580261,94.63096777496338,26569.40476104736,138.2866479095459
2024-04-10,10884037.54338196,546372.4875128174,95.10866847534179,26706.551091156005,136.730268208313
2024-04-11,10787750.032855682,539727.8248675537,93.78343427429199,26561.69991104126,135.29716610717773
2024-04-12,10342454.390632935,498878.25110519404,84.26023966674803,23601.496538696287,117.94584389343261
2024-04-13,9850575.225273285,463371.2203370667,73.78164365844727,21337.811606903077,100.62534107971192
2024-04-14,10118292.56649536,486192.9860551453,77.55702016143799,23307.171268463135,109.48591858673096
2024-04-15,9772830.206771698,478007.35340866086,76.69407696075439,21343.97548690796,109.06985668640137
2024-04-16,9830370.02661728,475269.04971649166,76.50916056060791,20991.09335662842,108.33019108581543
2024-04-17,9442658.892370148,460042.72513442993,76.293424760437,20316.148496093752,102.89056698150634
2024-04-18,9780548.925507814,472214.8471740723,77.43374256134032,21892.56080734253,104.12334298248291
2024-04-19,9834163.894760285,470991.316993103,77.51079106140136,21958.82251739502,103.6764616821289
2024-04-20,10007150.105157318,486297.7720152283,81.48649366455079,23302.548358459473,113.7544054901123
2024-04-21,10007236.399477387,485046.5043742371,80.83928626403808,22929.633618164065,109.94820958709717
2024-04-22,10296656.762196656,493141.21979064937,85.6779320678711,24185.524169158933,114.37079349060058
2024-04-23,10234198.166107178,496109.1280130005,83.90581656646728,23846.51076889038,112.35212278900146
2024-04-24,9906832.95807785,483987.8579833985,81.28616756439209,22772.45467803955,108.669204486084
2024-04-25,9939000.706853332,486299.31298522954,80.96256386413575,22319.409497680666,110.99606918792725
2024-04-26,9826767.238754425,482523.9364822388,81.0704317642212,21454.925326995846,108.36101048583986
2024-04-27,9779300.739806823,501672.0297174072,79.80683636322021,21775.447087249755,112.93769138946533
2024-04-28,9726389.99384491,502887.8550483703,78.63569916229248,21263.845046844483,111.15016618804933
2024-04-29,9841559.009796143,495688.44320266723,79.37536476287842,21229.94370681763,108.53051718597413
2024-04-30,9349373.19140625,464456.0632179261,77.14095826110841,19534.876705474853,102.82892818145751
2024-05-01,8993866.78921463,458047.1689828491,79.74519756317137,20747.620096435545,106.61971438446044
2024-05-02,9101062.826379547,460162.9207945252,79.82224606323243,21200.665276794436,111.02688858795166
2024-05-03,9689929.102646027,478102.8935487366,81.93337496490477,22142.197947540284,112.82982348937988
2024-05-04,9845571.695679322,480355.79169052123,81.70222946472168,22505.866867828372,112.38294218902587
2024-05-05,9864057.171813965,483311.37215286255,81.60977126464843,22456.555827789303,113.04555928955078
2024-05-06,9733566.291140595,471937.4725738525,83.24319946594238,23549.103558654784,109.39346038665771
2024-05-07,9602104.599366456,463167.81229690555,80.82387656402588,22810.978928070068,106.77381138458252
2024-05-08,9429662.351379853,458316.83873306273,79.68355876312256,21909.511477355958,104.94005708312989
2024-05-09,9719515.726669464,467873.93468063354,80.26912736358643,23510.579308624267,107.00495688476563
2024-05-10,9369096.066451874,448420.72938522336,77.38751346130371,22499.702987823486,103.56859378204346
2024-05-11,9373102.588455047,448799.80800552364,77.95767236175537,22408.785757751462,104.13875268249511
2024-05-12,9474498.41453537,451394.80148757936,76.9406321609497,22102.132727508546,103.35285798187255
2024-05-13,9698877.515443116,454738.70639022824,77.86521416168212,22735.471398010253,102.22794988098144
2024-05-14,9488906.484046783,444096.76756179804,77.07931946105957,21886.396927337646,100.1168209793091
2024-05-15,10202223.038581848,467306.8577201844,79.94552366333008,24427.45645935059,105.71054208374024
2024-05-16,10052550.163333282,453769.4362594604,79.46782296295167,24558.438909454348,106.97413748474122
2024-05-17,10328197.33618164,476469.46534744266,80.6543698638916,26110.195700683595,109.94820958709717
2024-05-18,10311431.582568359,481235.6855612183,80.33076616363525,26566.322821044923,109.27018278656006
2024-05-19,10212626.127060087,473261.16580490116,78.52783126220704,26185.70323074341,105.24825108337403
2024-05-20,11009709.810861511,564269.3131069946,82.8579569656372,28769.909922790524,115.66520829162599
2024-05-21,10809648.75754303,583965.9916625976,82.75008906555176,27452.380571746828,112.36753248901367
2024-05-22,10658368.65058319,575972.9802662659,81.17829966430665,27267.46417160034,111.44295048828124
2024-05-23,10473919.164347075,583042.9506318665,81.50190336456299,27145.727541503904,114.61734869079591
2024-05-24,10563347.81739792,574516.7636151123,82.5959920654297,25842.06692047119,111.50458928833008
2024-05-25,10677468.973748323,577749.7186776734,83.45893526611327,25942.229970550536,112.38294218902587
2024-05-26,10556826.432352751,589647.5480570984,81.40944516448974,25180.990789947507,110.33345208740234
2024-05-27,10699945.562186126,600087.6198153687,82.28779806518556,26219.604570770265,114.70980689086913
2024-05-28,10539986.712179413,592455.1953993225,81.47108396453856,25993.08198059082,112.82982348937988
2024-05-29,10425034.97299835,580549.6611698914,80.71600866394044,25937.607060546874,110.17935508728027
2024-05-30,10532864.34883377,577541.6877275085,79.91470426330565,25715.707380371092,107.32856058502198
2024-05-31,10407712.929214628,579757.6025892639,79.76060726318359,25526.16807022095,106.98954718475342
2024-06-01,10442668.292722322,588006.4150057983,79.93011396331788,25601.67560028076,107.71380308532714
2024-06-02,10442480.294382172,582626.8887315368,79.1288095626831,25140.925569915773,106.26529128417968
2024-06-03,10603399.168699645,580492.6452798462,80.11503036346436,25409.05435012817,108.57674628601075
2024-06-04,10869669.539090576,587145.012775116,81.00879296417236,26470.782680969238,110.17935508728027
2024-06-05,10957529.484680176,595737.4615019226,81.02420266418457,26741.99340118408,111.70491538848877
2024-06-06,10909922.757462462,587642.7460855102,80.36158556365966,26219.604570770265,111.82819298858642
2024-06-07,10687489.901666261,566818.0774890137,76.90981276092529,25040.762519836426,102.7826990814209
2024-06-08,10680533.96308075,567318.8927394104,75.90818226013184,24321.12952926636,100.1168209793091
2024-06-09,10732569.43808197,571145.1212524414,76.83276426086425,24982.20565979004,100.96435447998047
2024-06-10,10715905.38848877,565204.6818977356,76.57079936065674,24509.127869415286,100.1322306793213
2024-06-11,10372922.449497072,538928.0614369202,73.99737945861817,23008.223088226317,95.17030727539063
2024-06-12,10519276.075363008,548603.8120745849,75.75408526000976,23918.936358947754,99.34633597869873
2024-06-13,10289520.530121,534624.1322235108,73.48885935821534,22696.947147979736,93.19786567382812
2024-06-14,10177180.735092012,536534.9350250245,73.13443625793457,22043.57586746216,91.179194972229
2024-06-15,10205574.648334503,549932.1282156372,75.63080765991211,22424.195457763675,95.10866847534179
2024-06-16,10274705.644529266,558510.7082124328,75.36884275970459,23314.87611846924,95.46309157562257
2024-06-17,10248117.748128206,541105.452048645,77.7727559616089,22077.477207489017,90.0388771713257
2024-06-18,10043321.29399597,536784.5721652221,75.66162705993652,21174.46878677368,85.89366786804199
2024-06-19,10012355.501821442,548663.9099046326,76.01605016021729,20898.635156555178,88.89855937042236
2024-06-20,9996270.8569487,541355.0891888428,75.32261365966797,20579.654366302493,88.39003927001953
2024-06-21,9884330.173150023,542190.2949295044,75.33802335968018,20741.456216430663,87.63496396942138
2024-06-22,9902582.962814484,538684.5881767273,74.98360025939941,20601.22794631958,87.98938706970215
2024-06-23,9740472.918686066,527151.9686875915,73.92033095855713,19830.74294570923,86.52546556854249
2024-06-24,9291016.657460023,516645.6352192688,73.04197805786133,20391.656026153567,86.51005586853027
2024-06-25,9524120.73051468,523145.4466844177,73.30394295806884,21046.568276672366,87.4346378692627
2024-06-26,9379112.371459808,519528.7900915528,72.39477065734863,21082.01058670044,85.01531496734619
2024-06-27,9508781.915122528,531702.4531011963,73.24230415802002,23069.861888275147,87.37299906921386
2024-06-28,9311748.867856445,520870.974962616,72.67214525756836,21578.202927093505,85.23105076751709
2024-06-29,9397864.435404664,520662.9440124512,72.84165195770264,21616.727177124023,84.44515606689454
2024-06-30,9672978.432632599,529810.1419396972,73.36558175811768,22592.16118789673,86.44841706848145
2024-07-01,9692699.766708221,530432.6938201904,73.50426905822754,22601.40700790405,85.95530666809081
2024-07-02,9574889.528174896,527219.7713676452,74.78327415924072,23735.56092880249,88.06643556976319
2024-07-03,9277961.559609681,507823.58196228027,71.99411845703125,21703.021497192385,81.84091676483155
2024-07-04,8791235.397934113,471490.5912734985,66.70859135284424,19702.84243560791,76.17014716033935
2024-07-05,8726326.659542695,459483.35302398686,65.5066347518921,20698.309056396483,72.08657665710449
2024-07-06,8973088.34971817,472589.30288436887,69.15873365478515,22043.57586746216,78.0193111618042
2024-07-07,8607520.95438858,451658.3073577881,64.64369155120849,20285.329096069334,73.6275466583252
2024-07-08,8739552.805063171,465220.3843385315,66.50826525268555,21544.30158706665,77.32587466125489
2024-07-09,8945330.857086182,472561.56542434695,67.12465325317383,21792.39775726318,77.18718736114502
2024-07-10,8895380.314496612,477862.5022285462,67.61776365356445,21878.69207733154,79.02094166259766
2024-07-11,8835905.036329499,477634.43866836553,69.20496275482178,20915.5858265686,76.74030606079101
2024-07-12,8920536.64976654,482921.5067425537,73.11902655792235,21490.367637023926,78.14258876190185
